,index,date,cheveux,age,exp,salaire,sexe,diplome,specialite,note,dispo,embauche
2729,2729,2013-06-01,blond,27.0,10.0,31634.0,M,master,geologie,79.78,oui,0
2730,2730,2011-10-26,brun,35.0,10.0,36788.0,M,master,detective,79.63,oui,0
2731,2731,2014-02-12,chatain,27.0,,36323.0,M,doctorat,forage,99.43,oui,0
2732,2732,2013-11-07,chatain,31.0,14.0,30261.0,F,master,detective,72.38,non,0
2733,2733,2010-07-28,chatain,31.0,13.0,23549.0,M,doctorat,geologie,86.58,non,0
2734,2734,2012-02-21,chatain,28.0,10.0,41445.0,M,licence,forage,67.93,oui,0
2735,2735,2013-03-04,blond,48.0,12.0,35868.0,M,master,geologie,72.77,non,1
2736,2736,2010-09-26,chatain,38.0,5.0,25141.0,M,master,geologie,59.77,non,1
2737,2737,2011-06-04,chatain,36.0,11.0,29008.0,M,master,geologie,92.86,non,0
2738,2738,2010-02-20,brun,15.0,9.0,38538.0,M,licence,geologie,58.87,non,0
2739,2739,2013-01-21,brun,33.0,6.0,39414.0,M,master,detective,68.73,oui,0
2740,2740,2010-03-01,chatain,48.0,10.0,36209.0,F,master,archeologie,75.45,oui,0
2741,2741,2012-04-06,blond,41.0,10.0,25306.0,F,licence,geologie,81.1,non,0
2742,2742,2014-04-21,chatain,43.0,14.0,38434.0,F,bac,forage,47.37,non,0
2743,2743,2011-03-28,chatain,40.0,14.0,33550.0,M,doctorat,forage,106.8,oui,0
2744,2744,,chatain,40.0,9.0,40865.0,M,master,forage,51.42,oui,0
2745,2745,2014-04-24,blond,42.0,13.0,26609.0,F,licence,geologie,79.66,non,0
2746,2746,2013-04-24,brun,40.0,9.0,39457.0,F,bac,detective,55.11,non,0
2747,2747,2014-05-01,chatain,42.0,14.0,29057.0,F,doctorat,archeologie,98.82,oui,0
2748,2748,,brun,45.0,8.0,37940.0,M,master,geologie,80.81,oui,0
2749,2749,,blond,30.0,12.0,36617.0,M,licence,forage,59.4,non,0
2750,2750,2010-09-05,chatain,42.0,12.0,47445.0,M,master,forage,70.61,oui,0
2751,2751,2011-10-11,chatain,41.0,11.0,30027.0,M,master,geologie,91.76,non,0
2752,2752,2013-06-18,brun,40.0,9.0,40875.0,M,licence,detective,60.71,oui,0
2753,2753,2011-08-29,chatain,26.0,9.0,36506.0,F,master,geologie,70.67,non,0
2754,2754,2010-04-07,roux,17.0,8.0,37475.0,M,licence,geologie,90.65,oui,1
2755,2755,2013-12-31,chatain,35.0,8.0,37407.0,F,master,detective,78.23,non,0
2756,2756,2012-11-29,brun,27.0,7.0,29950.0,F,licence,forage,67.64,non,1
2757,2757,2013-01-18,chatain,35.0,8.0,36579.0,M,master,detective,63.56,oui,1
2758,2758,2014-11-03,brun,12.0,11.0,38606.0,M,,geologie,58.81,non,0
2759,2759,2013-05-11,blond,34.0,9.0,36205.0,M,licence,detective,90.84,oui,1
2760,2760,2012-05-19,chatain,24.0,10.0,44140.0,F,licence,detective,79.04,oui,0
2761,2761,2012-12-15,blond,18.0,10.0,23641.0,F,licence,geologie,68.28,non,0
2762,2762,2014-10-13,brun,35.0,7.0,36005.0,F,licence,geologie,73.7,non,0
2763,2763,2013-12-19,chatain,42.0,7.0,37853.0,F,master,forage,62.89,non,0
2764,2764,2013-10-04,chatain,39.0,14.0,28357.0,F,doctorat,geologie,112.55,oui,0
2765,2765,2011-02-18,blond,51.0,7.0,33859.0,M,master,forage,96.15,oui,0
2766,2766,2010-09-15,chatain,64.0,10.0,35381.0,M,doctorat,geologie,98.14,oui,0
2767,2767,2010-12-17,chatain,30.0,10.0,32986.0,F,doctorat,detective,95.99,oui,0
2768,2768,2011-05-12,blond,35.0,8.0,26836.0,M,doctorat,geologie,100.92,oui,0
2769,2769,2014-09-02,brun,34.0,9.0,34867.0,F,licence,geologie,69.76,non,0
2770,2770,2014-10-28,brun,53.0,12.0,39660.0,M,licence,geologie,53.79,non,0
2771,2771,2011-03-08,brun,48.0,4.0,33224.0,M,master,forage,71.12,oui,0
2772,2772,2011-07-29,blond,35.0,13.0,31300.0,M,master,geologie,82.57,non,1
2773,2773,2011-08-25,roux,42.0,7.0,30526.0,F,licence,forage,90.87,non,0
2774,2774,2013-12-06,brun,25.0,11.0,33917.0,F,licence,detective,72.18,non,0
2775,2775,2011-11-28,blond,49.0,8.0,38100.0,M,licence,geologie,58.37,non,0
2776,2776,2011-06-14,chatain,38.0,11.0,29614.0,M,master,detective,61.17,non,1
2777,2777,2012-03-02,chatain,47.0,9.0,27493.0,F,doctorat,forage,97.44,non,0
2778,2778,2010-01-17,,37.0,5.0,38026.0,M,licence,forage,67.1,non,0
2779,2779,2010-06-10,blond,26.0,7.0,31125.0,F,master,archeologie,76.45,oui,0
2780,2780,2011-12-12,chatain,41.0,12.0,36123.0,F,doctorat,forage,94.35,oui,0
2781,2781,2011-06-29,chatain,34.0,7.0,24986.0,F,doctorat,forage,106.25,oui,0
2782,2782,2013-08-21,chatain,46.0,10.0,30534.0,F,master,forage,93.3,oui,0
2783,2783,2012-04-11,chatain,35.0,4.0,30829.0,F,master,forage,85.8,non,0
2784,2784,2014-08-02,brun,35.0,13.0,35677.0,F,master,detective,81.68,oui,0
2785,2785,2012-05-12,brun,33.0,10.0,25568.0,M,doctorat,geologie,108.95,oui,0
2786,2786,2012-07-26,brun,31.0,10.0,37156.0,F,master,archeologie,89.47,oui,0
2787,2787,2014-10-21,brun,25.0,6.0,33515.0,F,master,forage,95.86,non,0
2788,2788,2014-07-01,blond,50.0,5.0,37185.0,M,licence,forage,56.63,non,0
2789,2789,2012-08-14,blond,38.0,11.0,28232.0,F,master,forage,99.15,non,0
2790,2790,2014-06-19,blond,31.0,9.0,27528.0,F,master,forage,83.71,non,0
2791,2791,2011-06-29,chatain,21.0,14.0,21095.0,M,doctorat,geologie,75.51,non,0
2792,2792,2012-05-22,chatain,32.0,7.0,37803.0,M,doctorat,geologie,56.17,oui,0
2793,2793,2011-04-29,brun,27.0,11.0,40313.0,M,licence,geologie,55.07,non,0
2794,2794,2010-02-16,blond,48.0,12.0,33641.0,F,licence,forage,80.14,non,0
2795,2795,2013-03-15,blond,25.0,7.0,33053.0,M,master,geologie,94.18,oui,1
2796,2796,2012-08-22,brun,42.0,8.0,38019.0,M,licence,geologie,65.9,non,0
2797,2797,2014-12-19,blond,42.0,15.0,39038.0,M,licence,geologie,45.11,oui,0
2798,2798,2014-06-27,blond,27.0,11.0,42056.0,M,licence,detective,94.47,oui,1
2799,2799,2013-07-29,blond,50.0,8.0,36592.0,F,licence,detective,70.81,non,0
2800,2800,2014-12-10,chatain,25.0,5.0,27042.0,F,master,geologie,81.86,non,0
2801,2801,2013-09-08,blond,35.0,13.0,29819.0,M,master,geologie,101.63,non,0
2802,2802,2010-02-20,chatain,25.0,15.0,37856.0,F,master,forage,84.54,non,0
2803,2803,2011-07-17,blond,40.0,3.0,36573.0,M,licence,geologie,68.74,oui,0
2804,2804,2010-09-17,brun,43.0,12.0,42950.0,F,bac,geologie,67.89,non,0
2805,2805,2012-06-26,blond,50.0,5.0,33434.0,M,licence,forage,86.92,non,0
2806,2806,2011-09-25,chatain,50.0,11.0,36660.0,F,master,forage,78.22,non,0
2807,2807,2013-03-26,blond,43.0,11.0,40088.0,M,master,forage,51.39,oui,0
2808,2808,2010-09-19,blond,56.0,6.0,36157.0,M,licence,geologie,73.73,non,0
2809,2809,2013-10-14,brun,36.0,9.0,32338.0,M,licence,geologie,80.87,non,0
2810,2810,2014-05-01,brun,43.0,11.0,34034.0,M,licence,geologie,69.48,non,0
2811,2811,2013-08-29,brun,40.0,10.0,37371.0,F,master,geologie,68.44,oui,1
2812,2812,2012-01-09,brun,25.0,13.0,28823.0,M,master,geologie,101.54,non,0
2813,2813,2014-06-01,chatain,47.0,12.0,37432.0,F,licence,forage,63.46,non,0
2814,2814,2010-08-05,blond,24.0,14.0,30712.0,F,licence,detective,77.07,non,0
2815,2815,2010-10-31,blond,25.0,12.0,37752.0,M,licence,geologie,42.77,non,0
2816,2816,2010-03-07,brun,38.0,8.0,30921.0,M,master,geologie,62.35,non,0
2817,2817,2014-12-01,brun,33.0,12.0,30596.0,F,licence,geologie,78.85,non,1
2818,2818,2012-06-17,chatain,34.0,14.0,29695.0,F,master,geologie,102.53,non,0
2819,2819,2012-09-14,brun,67.0,6.0,27992.0,M,doctorat,geologie,98.51,oui,0
2820,2820,2012-07-02,brun,51.0,8.0,36706.0,M,licence,geologie,74.47,non,0
2821,2821,2013-10-19,chatain,38.0,5.0,35551.0,F,master,forage,98.58,non,0
2822,2822,2010-03-23,chatain,27.0,9.0,26949.0,F,master,geologie,82.75,non,0
2823,2823,2010-12-31,brun,47.0,6.0,40516.0,M,master,detective,86.67,oui,0
2824,2824,2014-10-08,chatain,20.0,11.0,30699.0,M,doctorat,geologie,86.69,non,0
2825,2825,2014-02-24,chatain,16.0,9.0,23569.0,F,master,detective,28.14,non,1
2826,2826,2012-02-01,brun,17.0,14.0,24258.0,F,master,forage,93.09,non,0
2827,2827,2013-01-05,blond,41.0,8.0,36517.0,M,bac,geologie,70.31,non,0
2828,2828,2014-10-02,blond,43.0,11.0,27778.0,F,master,forage,106.55,non,0
2829,2829,2011-12-29,brun,42.0,6.0,40962.0,F,licence,detective,73.3,non,1
2830,2830,2011-10-15,chatain,41.0,9.0,35368.0,F,master,detective,66.61,oui,0
2831,2831,2012-08-16,brun,27.0,8.0,25330.0,M,master,geologie,74.52,non,1
2832,2832,2010-12-17,brun,39.0,9.0,41060.0,M,licence,geologie,66.56,non,0
2833,2833,2012-06-30,chatain,29.0,9.0,41134.0,F,licence,detective,58.08,oui,0
2834,2834,2010-03-07,roux,36.0,11.0,35894.0,M,bac,forage,66.73,non,0
2835,2835,2013-11-23,chatain,38.0,12.0,37769.0,F,licence,geologie,60.29,non,0
2836,2836,2014-08-15,brun,40.0,4.0,35781.0,M,licence,geologie,63.24,non,0
2837,2837,2014-02-20,chatain,21.0,11.0,33054.0,F,doctorat,detective,73.56,oui,0
2838,2838,2011-02-18,chatain,41.0,16.0,36256.0,F,licence,geologie,60.1,non,0
2839,2839,2013-03-03,chatain,35.0,6.0,38511.0,F,licence,detective,87.41,non,0
2840,2840,2013-10-09,roux,20.0,11.0,36086.0,M,bac,geologie,67.86,non,0
2841,2841,2012-12-26,chatain,35.0,9.0,29869.0,M,doctorat,geologie,69.4,oui,0
2842,2842,2010-06-29,blond,38.0,13.0,41801.0,M,bac,geologie,48.18,non,0
2843,2843,2013-12-23,roux,34.0,9.0,41671.0,M,bac,geologie,74.76,non,0
2844,2844,2010-03-17,brun,41.0,7.0,34514.0,F,master,detective,85.64,oui,0
2845,2845,2011-07-01,blond,48.0,9.0,33773.0,M,master,geologie,85.55,oui,1
2846,2846,2010-06-12,chatain,39.0,5.0,44135.0,M,licence,forage,62.29,oui,0
2847,2847,2014-08-23,chatain,33.0,6.0,33927.0,M,master,geologie,81.36,oui,0
2848,2848,2014-02-27,blond,27.0,9.0,30677.0,M,master,geologie,80.96,non,0
2849,2849,2011-05-25,brun,40.0,14.0,44654.0,F,licence,geologie,69.94,oui,1
2850,2850,2014-06-16,chatain,26.0,8.0,35947.0,F,master,forage,85.48,non,0
2851,2851,2013-04-15,brun,45.0,10.0,35515.0,M,licence,geologie,49.2,non,0
2852,2852,2011-06-21,chatain,43.0,12.0,43429.0,M,licence,detective,68.17,oui,0
2853,2853,2013-09-23,blond,52.0,11.0,32532.0,F,licence,geologie,68.24,non,0
2854,2854,2010-08-10,chatain,25.0,14.0,35623.0,F,master,geologie,57.46,non,0
2855,2855,2012-01-16,blond,34.0,9.0,39883.0,F,bac,archeologie,71.42,non,1
2856,2856,2010-07-17,brun,41.0,5.0,41160.0,F,licence,detective,72.55,oui,0
2857,2857,2012-11-21,chatain,28.0,4.0,31760.0,F,doctorat,forage,93.55,oui,0
2858,2858,2014-08-29,blond,35.0,11.0,30462.0,M,master,geologie,51.78,non,0
2859,2859,2014-04-25,brun,37.0,9.0,33337.0,M,master,detective,75.12,oui,0
2860,2860,2013-01-16,chatain,34.0,9.0,39328.0,F,master,geologie,95.05,oui,1
2861,2861,2010-08-16,roux,56.0,10.0,31401.0,M,licence,detective,72.59,oui,0
2862,2862,2014-01-01,brun,26.0,10.0,34588.0,M,master,geologie,79.43,oui,1
2863,2863,2012-02-07,chatain,17.0,8.0,33260.0,M,doctorat,geologie,76.53,non,0
2864,2864,2010-09-29,chatain,38.0,7.0,38738.0,F,licence,detective,56.74,non,1
2865,2865,2010-08-09,brun,41.0,6.0,33296.0,F,licence,forage,82.04,non,0
2866,2866,2014-06-05,brun,49.0,10.0,37830.0,F,licence,forage,78.26,non,0
2867,2867,2013-03-20,chatain,23.0,12.0,34682.0,F,master,,87.88,non,0
2868,2868,2010-01-13,chatain,42.0,9.0,28677.0,M,doctorat,archeologie,119.09,oui,0
2869,2869,2010-04-29,brun,15.0,10.0,34086.0,M,licence,detective,78.8,non,1
2870,2870,2010-12-04,chatain,39.0,8.0,37271.0,M,master,forage,64.31,non,1
2871,2871,2010-10-14,chatain,34.0,7.0,40704.0,F,master,detective,91.77,oui,0
2872,2872,2011-01-20,chatain,33.0,8.0,37837.0,M,master,detective,78.07,oui,0
2873,2873,2012-09-17,chatain,24.0,9.0,32784.0,M,master,geologie,71.42,non,0
2874,2874,2010-11-06,brun,50.0,11.0,32296.0,F,master,geologie,68.5,non,0
2875,2875,2010-11-07,roux,30.0,8.0,30880.0,F,bac,geologie,78.32,non,0
2876,2876,2014-07-10,blond,15.0,10.0,37554.0,M,licence,geologie,98.14,oui,0
2877,2877,2013-04-29,blond,35.0,5.0,33484.0,M,licence,geologie,61.46,non,0
2878,2878,2013-04-26,brun,47.0,13.0,36896.0,F,licence,forage,85.35,non,0
2879,2879,2012-05-16,brun,24.0,11.0,43934.0,M,bac,geologie,47.05,non,0
2880,2880,2011-05-19,brun,23.0,14.0,40071.0,M,licence,forage,57.16,non,0
2881,2881,2012-04-11,blond,57.0,8.0,28352.0,F,master,detective,96.67,oui,0
2882,2882,2013-12-01,brun,37.0,9.0,34232.0,M,master,geologie,49.55,non,0
2883,2883,2014-08-04,blond,44.0,8.0,34777.0,F,licence,geologie,73.92,non,1
2884,2884,2013-08-28,chatain,24.0,7.0,31135.0,F,master,geologie,83.49,non,0
2885,2885,2012-05-10,chatain,34.0,9.0,43632.0,F,master,detective,78.41,oui,0
2886,2886,2012-05-20,chatain,37.0,11.0,37581.0,F,master,forage,81.04,oui,0
2887,2887,2010-02-20,chatain,27.0,6.0,40099.0,F,master,archeologie,97.14,oui,0
2888,2888,2011-07-28,blond,40.0,11.0,26730.0,F,doctorat,archeologie,109.81,oui,0
2889,2889,2010-05-19,chatain,35.0,7.0,32324.0,F,master,forage,76.51,non,0
2890,2890,2014-12-07,brun,50.0,6.0,25830.0,F,master,forage,90.99,non,0
2891,2891,2013-09-14,brun,35.0,9.0,28498.0,M,master,geologie,68.07,non,0
2892,2892,2014-07-21,chatain,33.0,10.0,34598.0,M,master,detective,62.17,non,1
2893,2893,2012-05-25,roux,43.0,10.0,31929.0,M,licence,detective,58.98,non,0
2894,2894,2010-09-23,blond,21.0,13.0,24038.0,M,master,geologie,103.36,non,1
2895,2895,2013-10-10,blond,30.0,7.0,29209.0,M,doctorat,detective,112.12,oui,1
2896,2896,2010-05-25,brun,43.0,10.0,27222.0,M,doctorat,detective,97.93,oui,0
2897,2897,2011-09-22,brun,40.0,11.0,30995.0,M,master,geologie,55.63,non,0
2898,2898,2014-05-02,chatain,20.0,15.0,43608.0,M,master,geologie,33.45,non,0
2899,2899,2011-10-08,blond,42.0,9.0,38646.0,F,licence,detective,89.34,oui,0
2900,2900,2012-11-26,brun,22.0,4.0,33334.0,M,master,forage,91.53,oui,0
2901,2901,2014-01-26,roux,35.0,10.0,37049.0,M,bac,geologie,62.6,non,0
2902,2902,2012-06-17,brun,34.0,8.0,37681.0,M,licence,geologie,66.61,non,0
2903,2903,2010-05-13,chatain,26.0,8.0,33789.0,F,master,geologie,98.76,non,0
2904,2904,2012-08-18,brun,43.0,6.0,34832.0,M,master,forage,72.85,non,0
2905,2905,2013-02-20,blond,41.0,7.0,29971.0,F,master,detective,121.08,oui,0
2906,2906,2011-05-15,brun,38.0,4.0,35061.0,F,master,geologie,70.74,non,1
2907,2907,2014-01-10,blond,47.0,15.0,37222.0,M,licence,geologie,50.93,non,1
2908,2908,2014-09-09,brun,40.0,10.0,27904.0,F,doctorat,archeologie,116.69,oui,0
2909,2909,2011-05-10,blond,35.0,6.0,36822.0,M,licence,detective,77.36,oui,0
2910,2910,2011-06-29,blond,26.0,9.0,37808.0,M,bac,geologie,73.67,non,0
2911,2911,2011-11-08,brun,43.0,10.0,35259.0,F,master,geologie,92.05,non,0
2912,2912,2013-11-10,roux,35.0,7.0,29767.0,M,bac,geologie,75.26,non,0
2913,2913,2010-02-07,chatain,41.0,9.0,26906.0,F,doctorat,forage,101.88,oui,0
2914,2914,2011-06-28,brun,37.0,8.0,33000.0,F,licence,geologie,73.91,non,0
2915,2915,2012-04-09,chatain,24.0,11.0,32829.0,F,doctorat,detective,82.34,oui,0
2916,2916,2013-03-01,blond,31.0,12.0,39619.0,M,licence,detective,48.3,non,0
2917,2917,2013-09-03,chatain,31.0,8.0,37849.0,F,licence,forage,58.86,non,0
2918,2918,2013-04-26,blond,35.0,12.0,29622.0,M,master,geologie,96.6,non,0
2919,2919,2011-07-03,chatain,23.0,16.0,41614.0,F,master,detective,71.91,oui,0
2920,2920,2010-04-22,brun,42.0,8.0,37932.0,M,licence,detective,64.93,oui,0
2921,2921,2014-06-20,roux,47.0,10.0,46921.0,M,bac,forage,26.79,non,0
2922,2922,2011-08-19,brun,38.0,9.0,36553.0,F,master,detective,87.69,oui,0
2923,2923,2012-05-17,brun,29.0,10.0,34774.0,F,master,geologie,88.96,non,0
2924,2924,2010-12-13,brun,36.0,8.0,36524.0,M,licence,geologie,69.03,non,0
2925,2925,2014-03-10,blond,27.0,7.0,38757.0,F,licence,detective,67.46,non,0
2926,2926,2012-05-20,brun,40.0,13.0,39070.0,M,master,forage,96.05,oui,0
2927,2927,2014-01-08,brun,39.0,6.0,33809.0,F,licence,forage,83.9,non,0
2928,2928,2014-01-31,brun,44.0,7.0,30378.0,M,master,geologie,72.01,non,1
2929,2929,2012-05-09,blond,43.0,10.0,35725.0,M,licence,geologie,66.77,non,0
2930,2930,2014-10-06,roux,32.0,10.0,34629.0,M,bac,geologie,56.54,non,0
2931,2931,2014-01-17,blond,33.0,12.0,28811.0,M,licence,geologie,81.8,non,1
2932,2932,2010-01-24,blond,35.0,4.0,36174.0,M,master,geologie,77.8,oui,0
2933,2933,2014-07-15,chatain,42.0,10.0,28806.0,M,doctorat,forage,102.56,oui,0
2934,2934,2011-10-18,chatain,34.0,8.0,38027.0,M,doctorat,forage,82.75,oui,0
2935,2935,2012-08-26,blond,30.0,10.0,33655.0,M,licence,geologie,70.26,non,0
2936,2936,2014-07-06,blond,25.0,9.0,32498.0,M,bac,geologie,65.47,non,0
2937,2937,2010-02-27,brun,37.0,12.0,36740.0,F,licence,detective,74.3,non,1
2938,2938,2013-08-13,chatain,46.0,13.0,37523.0,F,master,detective,78.44,oui,0
2939,2939,2014-07-10,brun,49.0,11.0,34058.0,M,master,geologie,76.32,non,0
2940,2940,2012-11-15,brun,53.0,7.0,38263.0,M,licence,geologie,63.93,non,0
2941,2941,2013-07-29,brun,29.0,7.0,33358.0,M,master,geologie,64.25,non,1
2942,2942,2014-01-16,brun,55.0,9.0,32982.0,M,master,geologie,83.36,non,0
2943,2943,2013-01-12,chatain,38.0,8.0,34743.0,M,doctorat,geologie,59.6,oui,1
2944,2944,2013-12-16,chatain,35.0,8.0,31884.0,F,doctorat,detective,84.99,oui,0
2945,2945,2010-06-20,chatain,29.0,12.0,27628.0,F,master,geologie,81.99,non,0
2946,2946,2014-04-13,brun,,10.0,31556.0,F,licence,detective,87.91,non,0
2947,2947,2011-09-25,blond,14.0,2.0,34758.0,M,licence,,68.51,non,0
2948,2948,2010-09-08,brun,47.0,9.0,35585.0,F,licence,geologie,71.06,non,0
2949,2949,2011-07-29,chatain,54.0,9.0,32673.0,F,master,detective,86.45,oui,0
2950,2950,2012-06-23,chatain,50.0,10.0,44369.0,F,master,detective,91.26,oui,0
2951,2951,2010-04-04,blond,22.0,17.0,30425.0,M,licence,geologie,56.88,non,0
2952,2952,2011-04-04,chatain,40.0,8.0,34234.0,F,licence,geologie,75.25,non,0
2953,2953,2010-12-18,blond,54.0,9.0,33994.0,F,licence,detective,78.16,non,0
2954,2954,2010-06-02,brun,49.0,12.0,39772.0,M,master,forage,52.11,oui,0
2955,2955,2010-07-30,chatain,31.0,13.0,34667.0,M,doctorat,geologie,73.27,oui,0
2956,2956,2013-05-24,blond,41.0,13.0,37979.0,F,licence,detective,80.18,oui,0
2957,2957,2012-10-15,brun,32.0,9.0,37307.0,M,master,forage,85.93,oui,0
2958,2958,2014-03-18,blond,47.0,11.0,25324.0,M,master,geologie,80.63,non,0
2959,2959,2014-05-03,brun,41.0,5.0,29011.0,M,licence,geologie,62.8,non,0
2960,2960,2010-12-30,blond,37.0,5.0,33838.0,F,licence,detective,81.56,non,0
2961,2961,2013-05-22,brun,46.0,6.0,36605.0,M,master,forage,73.68,oui,0
2962,2962,2011-10-03,brun,36.0,11.0,41617.0,M,bac,geologie,15.42,non,0
2963,2963,2014-12-03,roux,57.0,13.0,35215.0,M,bac,geologie,66.76,non,0
2964,2964,2010-05-04,roux,49.0,12.0,47328.0,M,bac,forage,49.81,oui,0
2965,2965,2012-07-18,brun,31.0,12.0,36440.0,M,master,geologie,75.11,oui,0
2966,2966,2014-10-11,chatain,37.0,15.0,31754.0,F,doctorat,detective,99.78,oui,0
2967,2967,,chatain,29.0,8.0,42360.0,M,master,geologie,62.86,oui,0
2968,2968,2014-04-29,brun,39.0,16.0,35298.0,F,master,detective,96.83,oui,0
2969,2969,2012-10-18,brun,53.0,8.0,18862.0,F,doctorat,geologie,115.14,non,0
2970,2970,2014-02-03,blond,30.0,9.0,35103.0,M,licence,geologie,77.33,non,0
2971,2971,2012-05-18,chatain,32.0,11.0,34271.0,F,licence,forage,64.78,non,1
2972,2972,2010-10-01,brun,33.0,11.0,28152.0,F,master,geologie,94.21,non,0
2973,2973,2012-05-22,chatain,25.0,8.0,29915.0,F,doctorat,archeologie,100.75,oui,0
2974,2974,2012-02-22,brun,53.0,6.0,31032.0,F,master,forage,70.91,non,1
2975,2975,2012-11-26,blond,24.0,11.0,37419.0,M,licence,forage,78.52,non,0
2976,2976,2013-10-16,brun,36.0,15.0,27226.0,F,doctorat,detective,92.51,oui,0
2977,2977,2010-01-01,chatain,13.0,9.0,33316.0,F,master,detective,95.11,oui,0
2978,2978,2011-05-22,brun,44.0,2.0,41953.0,F,licence,forage,67.44,non,0
2979,2979,2012-12-19,brun,38.0,9.0,38021.0,M,licence,geologie,50.54,non,0
2980,2980,2013-02-10,blond,32.0,11.0,29925.0,M,bac,geologie,55.85,non,0
2981,2981,2014-05-04,blond,33.0,6.0,37091.0,F,licence,detective,78.68,oui,0
2982,2982,2012-08-15,brun,36.0,9.0,39673.0,F,licence,geologie,65.89,non,0
2983,2983,2013-03-07,chatain,33.0,9.0,36275.0,F,master,geologie,87.53,non,0
2984,2984,2014-07-03,brun,41.0,8.0,32200.0,F,master,archeologie,86.42,oui,0
2985,2985,2012-12-30,chatain,31.0,6.0,34838.0,M,doctorat,geologie,92.28,oui,0
2986,2986,2011-02-10,blond,33.0,10.0,23861.0,F,master,geologie,99.82,non,0
2987,2987,2013-03-05,blond,37.0,14.0,42359.0,M,licence,forage,68.67,oui,0
2988,2988,2010-05-08,brun,32.0,14.0,36921.0,F,licence,geologie,79.63,non,0
2989,2989,2011-04-07,brun,38.0,7.0,44493.0,M,bac,detective,41.1,non,0
2990,2990,2011-04-10,chatain,20.0,5.0,40632.0,M,licence,geologie,39.62,non,0
2991,2991,2014-06-24,chatain,11.0,6.0,37169.0,F,master,forage,92.02,oui,0
2992,2992,2010-08-03,chatain,23.0,8.0,29489.0,F,doctorat,detective,104.53,oui,0
2993,2993,2012-09-02,chatain,29.0,5.0,34131.0,F,master,forage,93.85,non,0
2994,2994,2014-07-02,blond,21.0,12.0,32280.0,M,licence,geologie,55.55,non,0
2995,2995,2010-05-16,brun,37.0,9.0,32358.0,M,master,geologie,83.27,non,0
2996,2996,2013-03-08,brun,35.0,11.0,44509.0,M,licence,geologie,65.87,oui,0
2997,2997,2010-12-18,blond,23.0,11.0,31054.0,F,licence,geologie,84.09,non,0
2998,2998,2014-03-28,chatain,51.0,8.0,41122.0,F,master,detective,102.66,oui,0
2999,2999,2013-09-13,chatain,37.0,10.0,37507.0,F,master,archeologie,81.51,oui,0
3000,3000,2010-04-11,chatain,26.0,10.0,34351.0,F,master,geologie,83.35,non,0
3001,3001,2010-09-08,roux,19.0,7.0,37152.0,F,bac,geologie,54.23,non,0
3002,3002,2013-07-10,roux,49.0,15.0,33341.0,M,licence,geologie,67.78,non,1
3003,3003,2013-06-15,brun,35.0,12.0,37411.0,M,licence,geologie,58.17,non,0
3004,3004,2010-06-22,blond,31.0,2.0,31699.0,M,master,geologie,71.36,oui,0
3005,3005,2014-03-18,chatain,37.0,9.0,31654.0,F,master,geologie,101.76,non,0
3006,3006,2010-05-10,brun,31.0,11.0,46825.0,M,licence,archeologie,69.5,oui,0
3007,3007,2010-10-17,chatain,40.0,5.0,23301.0,F,doctorat,forage,134.14,oui,0
3008,3008,2014-01-17,roux,25.0,11.0,30523.0,F,bac,geologie,75.27,non,0
3009,3009,2013-08-01,chatain,33.0,9.0,39674.0,F,master,forage,90.94,non,0
3010,3010,2010-12-25,brun,28.0,2.0,36654.0,F,master,detective,97.87,oui,0
3011,3011,2014-11-16,blond,57.0,9.0,32163.0,M,master,geologie,83.29,non,0
3012,3012,2012-08-14,blond,26.0,5.0,36251.0,M,licence,geologie,60.04,non,0
3013,3013,2011-03-24,blond,41.0,10.0,30932.0,M,licence,geologie,68.27,non,0
3014,3014,2013-07-30,chatain,29.0,13.0,26158.0,F,doctorat,forage,110.16,non,0
3015,3015,2010-10-13,brun,39.0,6.0,42863.0,F,licence,forage,79.38,non,0
3016,3016,2011-02-02,blond,27.0,15.0,33658.0,M,master,forage,78.0,oui,0
3017,3017,2013-05-19,brun,23.0,8.0,35673.0,F,licence,forage,76.74,non,0
3018,3018,2012-08-14,blond,28.0,8.0,35048.0,M,licence,geologie,77.1,oui,0
3019,3019,2011-12-27,brun,38.0,9.0,43577.0,F,licence,archeologie,80.49,oui,0
3020,3020,2014-05-15,brun,42.0,7.0,32476.0,F,licence,detective,67.16,non,0
3021,3021,2013-01-03,brun,40.0,13.0,33635.0,M,doctorat,detective,92.16,oui,0
3022,3022,2014-11-05,blond,34.0,10.0,29184.0,M,master,geologie,70.09,non,0
3023,3023,2014-02-27,blond,38.0,10.0,37202.0,M,licence,detective,90.59,non,1
3024,3024,2012-07-18,blond,46.0,8.0,38226.0,M,doctorat,geologie,94.4,oui,1
3025,3025,2013-10-29,blond,46.0,13.0,35212.0,M,licence,geologie,67.04,non,0
3026,3026,2011-10-01,blond,36.0,15.0,37444.0,M,licence,detective,94.09,oui,1
3027,3027,2013-10-08,blond,45.0,11.0,42486.0,M,licence,forage,59.03,non,0
3028,3028,2012-12-09,blond,43.0,9.0,31171.0,M,master,geologie,100.54,oui,0
3029,3029,2012-07-31,chatain,46.0,10.0,33148.0,F,master,geologie,87.33,non,0
3030,3030,2011-09-27,brun,27.0,8.0,23487.0,F,licence,geologie,84.49,non,0
3031,3031,2011-01-10,roux,,15.0,33908.0,M,licence,geologie,71.86,non,0
